ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_MajorAxisLength,AreaShape_MinorAxisLength,AreaShape_Orientation,Children_transconjugants_Count,Intensity_MeanIntensity_gfp_channel_14bit,Intensity_MeanIntensity_rfp_channel_14bit,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_6,Number_Object_Number,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
295,51,209,49.9952153110048,76.2918660287081,27.8568805890446,9.62300145289078,-10.2264627042918,0,0,0.0665313801527665,49.9952153110048,76.2918660287081,0,83.4685235961267,51,583,225,0,0
295,52,104,38.9134615384615,71.3365384615385,17.4666782339041,7.71004132752063,1.9402950178267,0,0,0.118633026149697,38.9134615384615,71.3365384615385,0,57.9367938639772,52,583,225,0,0
295,53,144,98.0555555555556,72.3958333333333,20.1567036158399,9.20964922509858,-31.7731332568171,0,0,0.0283525347088774,98.0555555555556,72.3958333333333,0,129.17333021611,53,6252,3,0,0
295,54,318,355.424528301887,88.3710691823899,54.2314583998877,9.09077159318866,-0.872613165792394,0,0.0375412249580354,0.000939917361141188,355.424528301887,88.3710691823899,0,178.767931498926,54,5883,17,0,0
295,55,87,519.965517241379,68.5402298850575,14.0977941343698,7.90535494447068,83.3975546258091,0,0.00922065861951346,0.00200787681187021,519.965517241379,68.5402298850575,0,149.921578516496,55,4502,49,0,0
295,56,163,406.349693251534,74.5153374233129,26.3733941146716,7.96189227663717,48.8116766733441,0,0.0283847767516879,0.000805077228718009,406.349693251534,74.5153374233129,0,150.018442500596,56,5261,29,0,0
295,57,224,472.705357142857,75,27.8425792525112,10.3151223916824,49.6543646385687,0,0.000747964555297845,0.0978656446428171,472.705357142857,75,0,156.5831209373,57,1055,183,0,0
295,58,141,495.219858156028,74.9290780141844,21.7957260972165,8.29980539210075,28.2736717177718,0,0.000983503482020493,0.0252537898032378,495.219858156028,74.9290780141844,0,36.4266516915807,58,109,295,0,0
295,59,427,494.27868852459,90.728337236534,53.3718569086138,10.6474413419014,27.0576438565147,0,0.000165097613925817,0.0763605771154444,494.27868852459,90.728337236534,0,156.345027037333,59,164,295,0,0
295,60,117,368.948717948718,80.4102564102564,22.9082390772503,6.68195179685093,4.66264634897229,0,0.044333067141537,0.00100161784734481,368.948717948718,80.4102564102564,0,19.9178806483767,60,5251,29,0,0
295,61,82,431.109756097561,75.5975609756098,16.7094909374277,6.50396328633442,50.3228019047231,0,0.0138202079503638,0.000707125404804218,431.109756097561,75.5975609756098,0,30.5107259578802,61,5261,29,0,0
295,62,310,278.741935483871,95.7,56.6834785750784,7.20664723938971,-18.3137787614181,0,0.072422665585914,0.000694236273486768,278.741935483871,95.7,0,14.3288473536805,62,5760,21,0,0
295,63,78,291.269230769231,79.2435897435897,15.2791798485746,6.71214638143222,-10.0033743464071,0,0.0181238057258993,0.000817727070683852,291.269230769231,79.2435897435897,0,41.5235150628901,63,5946,14,0,0
295,64,182,322.269230769231,85.7857142857143,32.4968097236178,7.23827126636528,-15.4855338566703,0,0.029477747970844,0.000790450870376694,322.269230769231,85.7857142857143,0,42.950255191325,64,4870,39,0,0
295,65,84,399.511904761905,78.0833333333333,15.0531723754444,7.2212025042574,47.3351258159772,0,0.0184743161911943,0.000804368439795715,399.511904761905,78.0833333333333,0,139.863472182317,65,5261,29,0,0
