First Image Number,First Object Number,Second Image Number,Second Object Number
1,115,1,116
1,115,1,123
1,115,1,131
1,116,1,112
1,116,1,113
1,116,1,115
1,116,1,129
1,116,1,138
1,117,1,91
1,117,1,106
1,117,1,119
1,117,1,134
1,117,1,136
1,118,1,101
1,118,1,109
1,118,1,110
1,118,1,124
1,118,1,142
1,119,1,85
1,119,1,91
1,119,1,117
1,119,1,136
1,120,1,86
1,120,1,96
1,120,1,101
1,120,1,122
1,120,1,124
1,120,1,139
1,120,1,140
1,121,1,100
1,121,1,105
1,121,1,108
1,121,1,114
1,121,1,123
1,121,1,126
1,121,1,135
1,121,1,145
1,122,1,83
1,122,1,86
1,122,1,87
1,122,1,120
1,122,1,125
1,122,1,127
1,122,1,139
1,122,1,158
1,123,1,100
1,123,1,102
1,123,1,112
1,123,1,115
1,123,1,121
1,123,1,126
1,123,1,128
1,123,1,130
1,123,1,131
1,124,1,101
1,124,1,118
1,124,1,120
1,124,1,140
1,124,1,142
1,124,1,144
1,124,1,157
1,125,1,84
1,125,1,87
1,125,1,122
1,125,1,127
1,125,1,132
1,125,1,148
1,126,1,121
1,126,1,123
1,126,1,128
1,126,1,135
1,127,1,122
1,127,1,125
1,127,1,148
1,127,1,158
1,127,1,161
1,128,1,123
1,128,1,126
1,128,1,130
1,128,1,131
1,128,1,133
1,128,1,135
1,128,1,151
1,128,1,152
1,129,1,106
1,129,1,113
1,129,1,116
1,129,1,134
1,129,1,138
1,129,1,143
1,130,1,123
1,130,1,128
1,130,1,131
1,130,1,133
1,131,1,115
1,131,1,123
1,131,1,128
1,131,1,130
1,131,1,133
1,131,1,138
1,131,1,152
1,132,1,84
1,132,1,125
1,132,1,137
1,132,1,148
1,132,1,161
1,133,1,128
1,133,1,130
1,133,1,131
1,134,1,106
1,134,1,117
1,134,1,129
1,134,1,136
1,134,1,143
1,134,1,164
1,135,1,121
1,135,1,126
1,135,1,128
1,135,1,145
1,135,1,151
1,136,1,117
1,136,1,119
1,136,1,134
1,136,1,162
1,136,1,163
1,136,1,164
1,137,1,132
1,137,1,161
1,137,1,188
1,138,1,116
1,138,1,129
1,138,1,131
1,138,1,143
1,138,1,152
1,139,1,120
1,139,1,122
1,139,1,140
1,139,1,156
1,139,1,158
1,140,1,120
1,140,1,124
1,140,1,139
1,140,1,141
1,140,1,144
1,140,1,156
1,141,1,140
1,141,1,144
1,141,1,155
1,141,1,156
1,141,1,160
1,141,1,165
1,141,1,168
1,142,1,110
1,142,1,111
1,142,1,118
1,142,1,124
1,142,1,146
1,142,1,147
1,142,1,157
1,142,1,159
1,143,1,129
1,143,1,134
1,143,1,138
1,143,1,152
1,143,1,164
1,143,1,175
1,144,1,124
1,144,1,140
1,144,1,141
1,144,1,153
1,144,1,155
1,144,1,157
1,145,1,114
1,145,1,121
1,145,1,135
1,145,1,150
1,145,1,151
1,145,1,154
1,146,1,111
1,146,1,142
1,146,1,147
1,146,1,149
1,146,1,167
1,147,1,142
1,147,1,146
1,147,1,149
1,147,1,159
1,147,1,173
1,148,1,125
1,148,1,127
1,148,1,132
1,148,1,161
1,149,1,146
1,149,1,147
1,149,1,167
1,149,1,170
1,149,1,171
1,149,1,173
1,150,1,114
1,150,1,145
1,150,1,154
1,150,1,167
1,150,1,178
1,151,1,128
1,151,1,135
1,151,1,145
1,151,1,152
1,151,1,154
1,151,1,178
1,151,1,187
1,151,1,190
1,152,1,128
1,152,1,131
1,152,1,138
1,152,1,143
1,152,1,151
1,152,1,175
1,152,1,187
1,153,1,144
1,153,1,155
1,153,1,157
1,153,1,160
1,154,1,145
1,154,1,150
1,154,1,151
1,154,1,178
1,155,1,141
1,155,1,144
1,155,1,153
1,155,1,160
1,156,1,139
1,156,1,140
1,156,1,141
1,156,1,158
1,156,1,165
1,157,1,124
1,157,1,142
1,157,1,144
1,157,1,153
1,157,1,159
1,157,1,160
1,158,1,122
1,158,1,127
1,158,1,139
1,158,1,156
1,158,1,161
1,158,1,165
1,159,1,142
1,159,1,147
1,159,1,157
1,159,1,160
1,159,1,173
1,160,1,141
1,160,1,153
1,160,1,155
1,160,1,157
1,160,1,159
1,160,1,168
1,160,1,173
1,161,1,127
1,161,1,132
1,161,1,137
1,161,1,148
1,161,1,158
1,161,1,165
1,161,1,179
1,161,1,188
1,162,1,136
1,162,1,163
1,162,1,164
1,162,1,166
1,163,1,136
1,163,1,162
1,163,1,166
1,164,1,134
1,164,1,136
1,164,1,143
1,164,1,162
1,164,1,166
1,164,1,175
1,165,1,141
1,165,1,156
1,165,1,158
1,165,1,161
1,165,1,168
1,165,1,172
1,165,1,179
1,166,1,162
1,166,1,163
1,166,1,164
1,166,1,175
1,166,1,194
1,167,1,111
1,167,1,114
1,167,1,146
1,167,1,149
1,167,1,150
1,167,1,169
1,167,1,170
1,167,1,174
1,167,1,178
1,168,1,141
1,168,1,160
1,168,1,165
1,168,1,172
1,168,1,173
1,169,1,167
1,169,1,170
1,169,1,174
1,170,1,149
1,170,1,167
1,170,1,169
1,170,1,171
1,170,1,174
1,171,1,149
1,171,1,170
1,171,1,173
1,171,1,174
1,172,1,165
1,172,1,168
1,172,1,173
1,172,1,177
1,172,1,179
1,173,1,147
1,173,1,149
1,173,1,159
1,173,1,160
1,173,1,168
1,173,1,171
1,173,1,172
1,173,1,174
1,173,1,176
1,173,1,177
1,174,1,167
1,174,1,169
1,174,1,170
1,174,1,171
1,174,1,173
1,174,1,176
1,174,1,178
1,175,1,143
1,175,1,152
1,175,1,164
1,175,1,166
1,175,1,182
1,175,1,187
1,175,1,194
1,176,1,173
1,176,1,174
1,176,1,177
1,176,1,178
1,176,1,181
1,176,1,183
1,176,1,189
1,177,1,172
1,177,1,173
1,177,1,176
1,177,1,179
1,177,1,181
1,177,1,197
1,178,1,150
1,178,1,151
1,178,1,154
1,178,1,167
1,178,1,174
1,178,1,176
1,178,1,184
1,178,1,189
1,178,1,190
1,179,1,161
1,179,1,165
1,179,1,172
1,179,1,177
1,179,1,180
1,179,1,186
1,179,1,188
1,179,1,197
1,180,1,179
1,180,1,186
1,180,1,192
1,180,1,197
1,181,1,176
1,181,1,177
1,181,1,183
1,182,1,175
1,182,1,185
1,182,1,187
1,182,1,194
1,182,1,201
1,183,1,176
1,183,1,181
1,183,1,189
1,184,1,178
1,184,1,189
1,184,1,190
1,184,1,196
1,185,1,182
1,185,1,194
1,185,1,201
1,185,1,203
1,186,1,179
1,186,1,180
1,186,1,188
1,186,1,192
1,187,1,151
1,187,1,152
1,187,1,175
1,187,1,182
1,187,1,190
1,187,1,191
1,187,1,195
1,187,1,196
1,187,1,201
1,187,1,204
1,188,1,137
1,188,1,161
1,188,1,179
1,188,1,186
1,188,1,192
1,188,1,198
1,188,1,202
1,189,1,176
1,189,1,178
1,189,1,183
1,189,1,184
1,189,1,196
1,190,1,151
1,190,1,178
1,190,1,184
1,190,1,187
1,190,1,191
1,190,1,193
1,190,1,196
1,191,1,187
1,191,1,190
1,191,1,193
1,191,1,195
1,192,1,180
1,192,1,186
1,192,1,188
1,192,1,197
1,192,1,198
1,192,1,199
1,193,1,190
1,193,1,191
1,193,1,195
1,193,1,196
1,194,1,166
1,194,1,175
1,194,1,182
1,194,1,185
1,194,1,203
1,194,1,205
1,195,1,187
1,195,1,191
1,195,1,193
1,195,1,196
1,196,1,184
1,196,1,187
1,196,1,189
1,196,1,190
1,196,1,193
1,196,1,195
1,196,1,204
1,197,1,177
1,197,1,179
1,197,1,180
1,197,1,192
1,197,1,199
1,198,1,188
1,198,1,192
1,198,1,199
1,198,1,200
1,198,1,202
1,199,1,192
1,199,1,197
1,199,1,198
1,199,1,200
1,200,1,198
1,200,1,199
1,200,1,202
1,201,1,182
1,201,1,185
1,201,1,187
1,201,1,203
1,201,1,204
1,202,1,188
1,202,1,198
1,202,1,200
1,203,1,185
1,203,1,194
1,203,1,201
1,203,1,205
1,204,1,187
1,204,1,196
1,204,1,201
1,204,1,205
1,205,1,194
1,205,1,203
1,205,1,204
2,1,2,2
2,1,2,6
2,1,2,20
2,2,2,1
2,2,2,3
2,2,2,4
2,2,2,6
2,3,2,2
2,3,2,4
2,3,2,5
2,3,2,6
2,3,2,9
2,3,2,20
2,4,2,2
2,4,2,3
2,4,2,5
2,5,2,3
2,5,2,4
2,5,2,9
2,6,2,1
2,6,2,2
2,6,2,3
2,6,2,20
2,8,2,10
2,8,2,11
2,8,2,12
2,8,2,21
2,8,2,22
2,9,2,3
2,9,2,5
2,9,2,15
2,9,2,18
2,9,2,19
2,9,2,20
2,10,2,8
2,10,2,11
2,10,2,26
2,11,2,8
2,11,2,10
2,11,2,22
2,11,2,26
2,12,2,8
2,12,2,13
2,12,2,14
2,12,2,15
2,12,2,17
2,12,2,21
2,13,2,12
2,13,2,14
2,13,2,16
2,13,2,21
2,14,2,12
2,14,2,13
2,14,2,16
2,14,2,17
2,15,2,9
2,15,2,12
2,15,2,17
2,15,2,18
2,15,2,28
2,16,2,13
2,16,2,14
2,16,2,17
2,16,2,21
2,16,2,42
2,17,2,12
2,17,2,14
2,17,2,15
2,17,2,16
2,17,2,28
2,17,2,42
2,17,2,46
2,17,2,49
2,18,2,9
2,18,2,15
2,18,2,19
2,18,2,27
2,18,2,28
2,19,2,9
2,19,2,18
2,19,2,20
2,19,2,24
2,19,2,27
2,19,2,30
2,20,2,1
2,20,2,3
2,20,2,6
2,20,2,9
2,20,2,19
2,20,2,23
2,20,2,30
2,20,2,38
2,21,2,8
2,21,2,12
2,21,2,13
2,21,2,16
2,21,2,22
2,21,2,25
2,21,2,42
2,21,2,45
2,21,2,48
2,22,2,8
2,22,2,11
2,22,2,21
2,22,2,25
2,22,2,26
2,22,2,35
2,23,2,20
2,23,2,38
2,24,2,19
2,24,2,27
2,24,2,30
2,24,2,31
2,24,2,32
2,24,2,33
2,25,2,21
2,25,2,22
2,25,2,35
2,25,2,45
2,26,2,10
2,26,2,11
2,26,2,22
2,26,2,29
2,26,2,35
2,26,2,58
2,27,2,18
2,27,2,19
2,27,2,24
2,27,2,28
2,27,2,31
2,27,2,41
2,28,2,15
2,28,2,17
2,28,2,18
2,28,2,27
2,28,2,41
2,28,2,43
2,28,2,49
2,29,2,26
2,29,2,36
2,29,2,58
2,29,2,66
2,29,2,76
2,30,2,19
2,30,2,20
2,30,2,24
2,30,2,32
2,30,2,34
2,30,2,38
2,30,2,39
2,30,2,44
2,31,2,24
2,31,2,27
2,31,2,33
2,31,2,41
2,32,2,24
2,32,2,30
2,32,2,33
2,32,2,34
2,32,2,37
2,33,2,24
2,33,2,31
2,33,2,32
2,33,2,37
2,33,2,41
2,33,2,44
2,33,2,55
2,34,2,30
2,34,2,32
2,34,2,37
2,34,2,44
2,35,2,22
2,35,2,25
2,35,2,26
2,35,2,45
2,35,2,47
2,35,2,58
2,36,2,29
2,36,2,40
2,36,2,53
2,36,2,66
2,37,2,32
2,37,2,33
2,37,2,34
2,37,2,44
2,38,2,20
2,38,2,23
2,38,2,30
2,38,2,39
2,38,2,59
2,39,2,30
2,39,2,38
2,39,2,44
2,39,2,59
2,40,2,36
2,40,2,53
2,41,2,27
2,41,2,28
2,41,2,31
2,41,2,33
2,41,2,43
2,41,2,55
2,42,2,16
2,42,2,17
2,42,2,21
2,42,2,46
2,42,2,48
2,42,2,50
2,42,2,51
2,43,2,28
2,43,2,41
2,43,2,49
2,43,2,55
2,43,2,56
2,44,2,30
2,44,2,33
2,44,2,34
2,44,2,37
2,44,2,39
2,44,2,55
2,44,2,57
2,44,2,59
2,45,2,21
2,45,2,25
2,45,2,35
2,45,2,47
2,45,2,48
2,46,2,17
2,46,2,42
2,46,2,49
2,46,2,51
2,46,2,52
2,47,2,35
2,47,2,45
2,47,2,48
2,47,2,50
2,47,2,58
2,47,2,62
2,48,2,21
2,48,2,42
2,48,2,45
2,48,2,47
2,48,2,50
2,49,2,17
2,49,2,28
2,49,2,43
2,49,2,46
2,49,2,52
2,49,2,56
2,50,2,42
2,50,2,47
2,50,2,48
2,50,2,51
2,50,2,62
2,51,2,42
2,51,2,46
2,51,2,50
2,51,2,52
2,51,2,62
2,52,2,46
2,52,2,49
2,52,2,51
2,52,2,56
2,52,2,60
2,52,2,62
2,52,2,63
2,53,2,36
2,53,2,40
2,53,2,54
2,53,2,66
2,53,2,67
2,54,2,53
2,54,2,67
2,55,2,33
2,55,2,41
2,55,2,43
2,55,2,44
2,55,2,56
2,55,2,57
2,55,2,64
2,55,2,65
2,56,2,43
2,56,2,49
2,56,2,52
2,56,2,55
2,56,2,60
2,56,2,65
2,56,2,71
2,56,2,72
2,56,2,89
2,57,2,44
2,57,2,55
2,57,2,59
2,57,2,61
2,57,2,64
2,57,2,70
2,58,2,26
2,58,2,29
2,58,2,35
2,58,2,47
2,58,2,62
2,58,2,76
2,58,2,92
2,58,2,100
2,58,2,101
2,58,2,103
2,59,2,38
2,59,2,39
2,59,2,44
2,59,2,57
2,59,2,61
2,59,2,75
2,59,2,77
2,60,2,52
2,60,2,56
2,60,2,63
2,60,2,71
2,61,2,57
2,61,2,59
2,61,2,70
2,62,2,47
2,62,2,50
2,62,2,51
2,62,2,52
2,62,2,58
2,62,2,63
2,62,2,69
2,62,2,73
2,62,2,92
2,63,2,52
2,63,2,60
2,63,2,62
2,63,2,69
2,63,2,71
2,63,2,88
2,64,2,55
2,64,2,57
2,64,2,65
2,64,2,68
2,64,2,70
2,65,2,55
2,65,2,56
2,65,2,64
2,65,2,68
2,65,2,81
2,65,2,89
2,66,2,29
2,66,2,36
2,66,2,53
2,66,2,67
2,66,2,74
2,66,2,76
2,67,2,53
2,67,2,54
2,67,2,66
2,67,2,74
2,67,2,85
2,68,2,64
2,68,2,65
2,68,2,70
2,68,2,81
2,68,2,82
2,69,2,62
2,69,2,63
2,69,2,73
2,69,2,88
2,70,2,57
2,70,2,61
2,70,2,64
2,70,2,68
2,70,2,75
2,70,2,82
2,71,2,56
2,71,2,60
2,71,2,63
2,71,2,72
2,71,2,78
2,71,2,88
2,71,2,90
2,72,2,56
2,72,2,71
2,72,2,78
2,72,2,89
2,72,2,93
2,73,2,62
2,73,2,69
2,73,2,88
2,73,2,92
2,74,2,66
2,74,2,67
2,74,2,76
2,74,2,85
2,75,2,59
2,75,2,70
2,75,2,77
2,75,2,79
2,75,2,82
2,76,2,29
2,76,2,58
2,76,2,66
2,76,2,74
2,76,2,85
2,76,2,91
2,76,2,103
2,76,2,107
2,77,2,59
2,77,2,75
2,77,2,79
2,77,2,80
2,77,2,83
2,78,2,71
2,78,2,72
2,78,2,90
2,78,2,93
2,78,2,94
2,78,2,99
2,79,2,75
2,79,2,77
2,79,2,80
2,79,2,82
2,79,2,86
2,80,2,77
2,80,2,79
2,80,2,83
2,80,2,86
2,81,2,65
2,81,2,68
2,81,2,82
2,81,2,84
2,81,2,87
2,81,2,89
2,82,2,68
2,82,2,70
2,82,2,75
2,82,2,79
2,82,2,81
2,82,2,84
2,82,2,86
2,82,2,87
2,82,2,121
2,83,2,77
2,83,2,80
2,83,2,86
2,83,2,124
2,83,2,131
2,84,2,81
2,84,2,82
2,84,2,87
2,84,2,89
2,84,2,96
2,84,2,119
2,84,2,121
2,85,2,67
2,85,2,74
2,85,2,76
2,85,2,91
2,85,2,118
2,86,2,79
2,86,2,80
2,86,2,82
2,86,2,83
2,86,2,121
2,86,2,124
2,87,2,81
2,87,2,82
2,87,2,84
2,88,2,63
2,88,2,69
2,88,2,71
2,88,2,73
2,88,2,90
2,88,2,92
2,88,2,95
2,88,2,97
2,89,2,56
2,89,2,65
2,89,2,72
2,89,2,81
2,89,2,84
2,89,2,93
2,89,2,96
2,90,2,71
2,90,2,78
2,90,2,88
2,90,2,95
2,90,2,99
2,90,2,102
2,90,2,104
2,91,2,76
2,91,2,85
2,91,2,107
2,91,2,116
2,91,2,118
2,92,2,58
2,92,2,62
2,92,2,73
2,92,2,88
2,92,2,97
2,92,2,100
2,93,2,72
2,93,2,78
2,93,2,89
2,93,2,94
2,93,2,96
2,93,2,98
2,94,2,78
2,94,2,93
2,94,2,98
2,94,2,99
2,95,2,88
2,95,2,90
2,95,2,97
2,95,2,104
2,95,2,111
2,95,2,112
2,96,2,84
2,96,2,89
2,96,2,93
2,96,2,98
2,96,2,102
2,96,2,119
2,97,2,88
2,97,2,92
2,97,2,95
2,97,2,100
2,97,2,105
2,97,2,108
2,97,2,112
2,97,2,115
2,98,2,93
2,98,2,94
2,98,2,96
2,98,2,99
2,98,2,102
2,99,2,78
2,99,2,90
2,99,2,94
2,99,2,98
2,99,2,102
2,100,2,58
2,100,2,92
2,100,2,97
2,100,2,101
2,100,2,105
2,100,2,106
2,101,2,58
2,101,2,100
2,101,2,103
2,101,2,106
2,101,2,120
2,101,2,122
2,101,2,125
2,101,2,126
2,102,2,90
2,102,2,96
2,102,2,98
2,102,2,99
2,102,2,104
2,102,2,110
2,102,2,117
2,102,2,119
2,102,2,123
2,103,2,58
2,103,2,76
2,103,2,101
2,103,2,107
2,103,2,113
2,103,2,114
2,103,2,122
2,104,2,90
2,104,2,95
2,104,2,102
2,104,2,110
2,104,2,111
2,105,2,97
2,105,2,100
2,105,2,106
2,105,2,108
2,106,2,100
2,106,2,101
2,106,2,105
2,106,2,108
2,106,2,109
2,106,2,120
2,107,2,76
2,107,2,91
2,107,2,103
2,107,2,114
2,107,2,116
2,107,2,128
2,107,2,134
2,108,2,97
2,108,2,105
2,108,2,106
2,108,2,109
2,108,2,115
2,109,2,106
2,109,2,108
2,109,2,115
2,109,2,120
2,110,2,102
2,110,2,104
2,110,2,111
2,110,2,117
2,111,2,95
2,111,2,104
2,111,2,110
2,111,2,112
2,111,2,117
2,111,2,140
2,112,2,95
2,112,2,97
2,112,2,111
2,112,2,115
2,112,2,140
